,popularity
2151,54.0
2152,53.0
2153,86.0
2154,79.0
2155,58.0
2156,71.0
2157,50.0
2158,88.0
2159,78.0
2160,61.0
2161,81.0
2162,82.0
2163,52.0
2164,54.0
2165,51.0
2166,51.0
2167,51.0
2168,57.0
2169,69.0
2170,72.0
2171,80.0
2172,63.0
2173,0.0
2174,65.0
2175,70.0
2176,67.0
2177,4.0
2178,77.0
2179,66.0
2180,78.0
2181,66.0
2182,66.0
2183,78.0
2184,63.0
2185,46.0
2186,68.0
2187,83.0
2188,85.0
2189,
2190,67.0
2191,59.0
2192,52.0
2193,72.0
2194,74.0
2195,76.0
2196,74.0
2197,80.0
2198,65.0
2199,86.0
2200,56.0
2201,74.0
2202,64.0
2203,74.0
2204,73.0
2205,45.0
2206,51.0
2207,54.0
2208,85.0
2209,78.0
2210,70.0
2211,55.0
2212,61.0
2213,55.0
2214,0.0
2215,71.0
2216,80.0
2217,76.0
2218,81.0
2219,68.0
2220,71.0
2221,88.0
2222,55.0
2223,81.0
2224,60.0
2225,81.0
2226,56.0
2227,54.0
2228,67.0
2229,25.0
2230,81.0
2231,68.0
2232,69.0
2233,71.0
2234,61.0
2235,49.0
2236,63.0
2237,44.0
2238,50.0
2239,57.0
2240,61.0
2241,45.0
2242,75.0
2243,64.0
2244,59.0
2245,82.0
2246,68.0
2247,53.0
2248,82.0
2249,68.0
2250,58.0
2251,39.0
2252,54.0
2253,67.0
2254,67.0
2255,76.0
2256,68.0
2257,59.0
2258,59.0
2259,83.0
2260,63.0
2261,82.0
2262,70.0
2263,84.0
2264,82.0
2265,70.0
2266,73.0
2267,60.0
2268,51.0
2269,54.0
2270,70.0
2271,60.0
2272,59.0
2273,78.0
2274,52.0
2275,72.0
2276,78.0
2277,64.0
2278,27.0
2279,63.0
2280,64.0
2281,75.0
2282,49.0
2283,3.0
2284,32.0
2285,71.0
2286,68.0
2287,78.0
2288,59.0
2289,69.0
2290,69.0
2291,66.0
2292,71.0
2293,52.0
2294,79.0
2295,68.0
2296,73.0
2297,61.0
2298,68.0
2299,81.0
2300,83.0
2301,60.0
2302,60.0
2303,79.0
2304,29.0
2305,76.0
2306,65.0
2307,63.0
2308,70.0
2309,53.0
2310,50.0
2311,50.0
2312,67.0
2313,68.0
2314,78.0
2315,46.0
2316,67.0
2317,80.0
2318,
2319,71.0
2320,78.0
2321,70.0
2322,49.0
2323,70.0
2324,61.0
2325,67.0
2326,70.0
2327,72.0
2328,76.0
2329,70.0
2330,71.0
2331,74.0
2332,67.0
2333,57.0
2334,50.0
2335,75.0
2336,63.0
2337,48.0
2338,80.0
2339,76.0
2340,72.0
2341,15.0
2342,71.0
2343,32.0
2344,42.0
2345,58.0
2346,
2347,73.0
2348,85.0
2349,80.0
2350,
2351,17.0
2352,77.0
2353,79.0
2354,70.0
2355,71.0
2356,70.0
2357,74.0
2358,73.0
2359,75.0
2360,74.0
2361,75.0
2362,61.0
2363,65.0
2364,79.0
2365,71.0
2366,69.0
2367,79.0
2368,68.0
2369,29.0
2370,72.0
2371,61.0
2372,52.0
2373,46.0
2374,66.0
2375,66.0
2376,56.0
2377,66.0
2378,46.0
2379,60.0
2380,63.0
2381,79.0
2382,72.0
2383,62.0
2384,77.0
2385,49.0
2386,63.0
2387,46.0
2388,61.0
2389,80.0
2390,60.0
2391,45.0
2392,68.0
2393,65.0
2394,68.0
2395,67.0
2396,44.0
2397,48.0
2398,62.0
2399,77.0
2400,
2401,57.0
2402,67.0
2403,59.0
2404,86.0
2405,73.0
2406,59.0
2407,50.0
2408,65.0
2409,43.0
2410,39.0
2411,81.0
2412,70.0
2413,66.0
2414,38.0
2415,62.0
2416,61.0
2417,64.0
2418,75.0
2419,68.0
2420,61.0
2421,79.0
2422,72.0
2423,61.0
2424,59.0
2425,68.0
2426,65.0
2427,69.0
2428,52.0
2429,74.0
2430,73.0
2431,72.0
2432,35.0
2433,79.0
2434,76.0
2435,67.0
2436,61.0
2437,35.0
2438,67.0
2439,50.0
2440,79.0
2441,34.0
2442,81.0
2443,78.0
2444,56.0
2445,49.0
2446,87.0
2447,56.0
2448,82.0
2449,1.0
2450,67.0
2451,65.0
2452,28.0
2453,76.0
2454,65.0
2455,67.0
2456,73.0
2457,57.0
2458,53.0
2459,
2460,78.0
2461,68.0
2462,79.0
2463,63.0
2464,70.0
2465,63.0
2466,64.0
2467,51.0
2468,82.0
2469,83.0
2470,66.0
2471,70.0
2472,62.0
2473,72.0
2474,47.0
2475,62.0
2476,46.0
2477,57.0
2478,52.0
2479,70.0
2480,54.0
2481,84.0
2482,69.0
2483,71.0
2484,61.0
2485,63.0
2486,41.0
2487,74.0
2488,44.0
2489,62.0
2490,86.0
2491,79.0
2492,69.0
2493,52.0
2494,78.0
2495,65.0
2496,71.0
2497,54.0
2498,82.0
2499,83.0
2500,61.0
2501,74.0
2502,63.0
2503,62.0
2504,83.0
2505,62.0
2506,69.0
2507,52.0
2508,77.0
2509,61.0
2510,80.0
2511,76.0
2512,70.0
2513,77.0
2514,75.0
2515,0.0
2516,65.0
2517,81.0
2518,58.0
2519,68.0
2520,72.0
2521,79.0
2522,62.0
2523,61.0
2524,61.0
2525,59.0
2526,76.0
2527,64.0
2528,40.0
2529,72.0
2530,47.0
2531,63.0
2532,79.0
2533,72.0
2534,
2535,39.0
2536,59.0
2537,57.0
2538,59.0
2539,60.0
2540,85.0
2541,53.0
2542,87.0
2543,78.0
2544,51.0
2545,70.0
2546,52.0
2547,71.0
2548,67.0
2549,36.0
2550,66.0
2551,40.0
2552,78.0
2553,81.0
2554,46.0
2555,84.0
2556,3.0
2557,88.0
2558,69.0
2559,81.0
2560,80.0
2561,55.0
2562,80.0
2563,58.0
2564,79.0
2565,80.0
2566,53.0
2567,62.0
2568,83.0
2569,74.0
2570,53.0
2571,70.0
2572,79.0
2573,74.0
2574,4.0
2575,57.0
2576,86.0
2577,67.0
2578,37.0
2579,63.0
2580,57.0
2581,57.0
2582,59.0
2583,77.0
2584,67.0
2585,
2586,72.0
2587,52.0
2588,79.0
2589,80.0
2590,45.0
2591,67.0
2592,49.0
2593,
2594,63.0
2595,53.0
2596,81.0
2597,53.0
2598,81.0
2599,80.0
2600,43.0
2601,78.0
2602,61.0
2603,53.0
2604,67.0
2605,53.0
2606,64.0
2607,78.0
2608,73.0
2609,73.0
2610,58.0
2611,69.0
2612,77.0
2613,72.0
2614,74.0
2615,70.0
2616,59.0
2617,66.0
2618,53.0
2619,76.0
2620,76.0
2621,82.0
2622,42.0
2623,
2624,70.0
2625,52.0
2626,61.0
2627,72.0
2628,53.0
2629,76.0
2630,70.0
2631,87.0
2632,35.0
2633,58.0
2634,67.0
2635,54.0
2636,47.0
2637,66.0
2638,72.0
2639,60.0
2640,53.0
2641,57.0
2642,60.0
2643,
2644,86.0
2645,58.0
2646,59.0
2647,42.0
2648,61.0
2649,69.0
2650,78.0
2651,64.0
2652,69.0
2653,65.0
2654,
2655,55.0
2656,66.0
2657,83.0
2658,69.0
2659,44.0
2660,66.0
2661,53.0
2662,70.0
2663,44.0
2664,73.0
2665,59.0
2666,83.0
2667,83.0
2668,78.0
2669,72.0
2670,54.0
2671,76.0
2672,78.0
2673,51.0
2674,67.0
2675,64.0
2676,73.0
2677,80.0
2678,53.0
2679,80.0
2680,52.0
2681,76.0
2682,72.0
2683,78.0
2684,82.0
2685,86.0
2686,70.0
2687,37.0
2688,56.0
2689,69.0
2690,52.0
2691,57.0
2692,81.0
2693,72.0
2694,83.0
2695,56.0
2696,56.0
2697,51.0
2698,53.0
2699,72.0
2700,84.0
2701,52.0
2702,42.0
2703,52.0
2704,65.0
2705,79.0
2706,87.0
2707,78.0
2708,51.0
2709,60.0
2710,88.0
2711,61.0
2712,52.0
2713,85.0
2714,68.0
2715,64.0
2716,69.0
2717,58.0
2718,33.0
2719,74.0
2720,57.0
2721,78.0
2722,69.0
2723,85.0
2724,76.0
2725,53.0
2726,67.0
2727,47.0
2728,63.0
2729,56.0
2730,35.0
2731,59.0
2732,42.0
2733,
2734,71.0
2735,71.0
2736,62.0
2737,66.0
2738,66.0
2739,63.0
2740,72.0
2741,69.0
2742,70.0
2743,71.0
2744,72.0
2745,74.0
2746,71.0
2747,60.0
2748,68.0
2749,54.0
2750,76.0
2751,76.0
2752,82.0
2753,58.0
2754,73.0
2755,56.0
2756,79.0
2757,53.0
2758,49.0
2759,74.0
2760,73.0
2761,50.0
2762,68.0
2763,74.0
2764,66.0
2765,64.0
2766,78.0
2767,77.0
2768,70.0
2769,38.0
2770,79.0
2771,59.0
2772,76.0
2773,69.0
2774,51.0
2775,46.0
2776,74.0
2777,53.0
2778,46.0
2779,76.0
2780,70.0
2781,27.0
2782,62.0
2783,86.0
2784,68.0
2785,77.0
2786,79.0
2787,68.0
2788,78.0
2789,50.0
2790,61.0
2791,73.0
2792,74.0
2793,45.0
2794,42.0
2795,69.0
2796,68.0
2797,71.0
2798,61.0
2799,67.0
2800,70.0
2801,70.0
2802,69.0
2803,46.0
2804,67.0
2805,63.0
2806,47.0
2807,69.0
2808,70.0
2809,62.0
2810,
2811,74.0
2812,76.0
2813,82.0
2814,61.0
2815,77.0
2816,76.0
2817,74.0
2818,60.0
2819,82.0
2820,70.0
2821,70.0
2822,61.0
2823,53.0
2824,79.0
2825,80.0
2826,76.0
2827,67.0
2828,85.0
2829,44.0
2830,82.0
2831,65.0
2832,66.0
2833,70.0
2834,84.0
2835,65.0
2836,72.0
2837,68.0
2838,53.0
2839,71.0
2840,57.0
2841,52.0
2842,53.0
2843,85.0
2844,77.0
2845,76.0
2846,78.0
2847,69.0
2848,64.0
2849,61.0
2850,68.0
2851,53.0
2852,79.0
2853,67.0
2854,90.0
2855,68.0
2856,83.0
2857,76.0
2858,65.0
2859,47.0
2860,80.0
2861,76.0
2862,56.0
2863,82.0
2864,27.0
2865,58.0
2866,60.0
2867,40.0
2868,59.0
2869,58.0
2870,36.0
2871,65.0
2872,61.0
2873,71.0
2874,67.0
2875,45.0
2876,73.0
2877,53.0
2878,83.0
2879,72.0
2880,39.0
2881,64.0
2882,86.0
2883,45.0
2884,52.0
2885,41.0
2886,86.0
2887,73.0
2888,44.0
2889,45.0
2890,68.0
2891,1.0
2892,73.0
2893,66.0
2894,43.0
2895,52.0
2896,66.0
2897,69.0
2898,78.0
2899,
2900,64.0
2901,46.0
2902,82.0
2903,46.0
2904,
2905,82.0
2906,70.0
2907,88.0
2908,60.0
2909,56.0
2910,59.0
2911,78.0
2912,72.0
2913,60.0
2914,48.0
2915,48.0
2916,78.0
2917,72.0
2918,82.0
2919,51.0
2920,37.0
2921,65.0
2922,74.0
2923,82.0
2924,51.0
2925,80.0
2926,57.0
2927,78.0
2928,75.0
2929,69.0
2930,64.0
2931,62.0
2932,66.0
2933,48.0
2934,
2935,74.0
2936,68.0
2937,79.0
2938,45.0
2939,56.0
2940,28.0
2941,57.0
2942,79.0
2943,45.0
2944,76.0
2945,68.0
2946,78.0
2947,68.0
2948,78.0
2949,76.0
2950,74.0
2951,62.0
2952,52.0
2953,47.0
2954,69.0
2955,80.0
2956,76.0
2957,26.0
2958,55.0
2959,88.0
2960,82.0
2961,26.0
2962,72.0
2963,50.0
2964,67.0
2965,85.0
2966,87.0
2967,70.0
2968,63.0
2969,50.0
2970,54.0
2971,63.0
2972,57.0
2973,64.0
2974,61.0
2975,42.0
2976,85.0
2977,54.0
2978,52.0
2979,76.0
2980,73.0
2981,80.0
2982,74.0
2983,60.0
2984,79.0
2985,58.0
2986,75.0
2987,70.0
2988,73.0
2989,78.0
2990,73.0
2991,68.0
2992,66.0
2993,66.0
2994,64.0
2995,64.0
2996,66.0
2997,52.0
2998,73.0
2999,78.0
3000,75.0
3001,53.0
3002,79.0
3003,78.0
3004,55.0
3005,55.0
3006,59.0
3007,66.0
3008,21.0
3009,21.0
3010,75.0
3011,61.0
3012,51.0
3013,70.0
3014,70.0
3015,75.0
3016,76.0
3017,77.0
3018,73.0
3019,85.0
3020,64.0
3021,80.0
3022,55.0
3023,84.0
3024,61.0
3025,67.0
3026,64.0
3027,81.0
3028,68.0
3029,41.0
3030,55.0
3031,51.0
3032,86.0
3033,77.0
3034,44.0
3035,77.0
3036,81.0
3037,36.0
3038,70.0
3039,69.0
3040,44.0
3041,68.0
3042,21.0
3043,66.0
3044,76.0
3045,53.0
3046,78.0
3047,68.0
3048,66.0
3049,68.0
3050,70.0
3051,70.0
3052,71.0
3053,50.0
3054,69.0
3055,69.0
3056,71.0
3057,71.0
3058,57.0
3059,51.0
3060,70.0
3061,80.0
3062,68.0
3063,82.0
3064,78.0
3065,72.0
3066,63.0
3067,73.0
3068,72.0
3069,69.0
3070,65.0
3071,58.0
3072,53.0
3073,56.0
3074,56.0
3075,1.0
3076,70.0
3077,65.0
3078,66.0
3079,52.0
3080,64.0
3081,50.0
3082,42.0
3083,74.0
3084,82.0
3085,60.0
3086,78.0
3087,78.0
3088,46.0
3089,49.0
3090,74.0
3091,76.0
3092,75.0
3093,51.0
3094,55.0
3095,71.0
3096,49.0
3097,76.0
3098,83.0
3099,83.0
3100,68.0
3101,62.0
3102,
3103,56.0
3104,59.0
3105,60.0
3106,85.0
3107,73.0
3108,86.0
3109,62.0
3110,87.0
3111,46.0
3112,66.0
3113,44.0
3114,59.0
3115,56.0
3116,57.0
3117,69.0
3118,69.0
3119,72.0
3120,67.0
3121,52.0
3122,79.0
3123,78.0
3124,68.0
3125,61.0
3126,62.0
3127,52.0
3128,21.0
3129,50.0
3130,67.0
3131,54.0
3132,61.0
3133,58.0
3134,74.0
3135,69.0
3136,62.0
3137,37.0
3138,66.0
3139,65.0
3140,52.0
3141,52.0
3142,50.0
3143,74.0
3144,78.0
3145,69.0
3146,58.0
3147,66.0
3148,61.0
3149,73.0
3150,55.0
3151,50.0
3152,50.0
3153,80.0
3154,75.0
3155,68.0
3156,70.0
3157,69.0
3158,74.0
3159,72.0
3160,71.0
3161,59.0
3162,74.0
3163,81.0
3164,49.0
3165,67.0
3166,71.0
3167,64.0
3168,
3169,67.0
3170,70.0
3171,53.0
3172,64.0
3173,48.0
3174,74.0
3175,83.0
3176,64.0
3177,66.0
3178,71.0
3179,61.0
3180,70.0
3181,58.0
3182,80.0
3183,69.0
3184,59.0
3185,36.0
3186,58.0
3187,64.0
3188,17.0
3189,60.0
3190,50.0
3191,81.0
3192,80.0
3193,79.0
3194,73.0
3195,71.0
3196,61.0
3197,70.0
3198,39.0
3199,76.0
3200,52.0
3201,85.0
3202,70.0
3203,73.0
3204,60.0
3205,76.0
3206,
3207,71.0
3208,71.0
3209,53.0
3210,70.0
3211,73.0
3212,0.0
3213,53.0
3214,52.0
3215,73.0
3216,81.0
3217,74.0
3218,62.0
3219,76.0
3220,67.0
3221,
3222,57.0
3223,87.0
3224,73.0
3225,76.0
3226,82.0
3227,79.0
3228,64.0
3229,76.0
3230,53.0
3231,51.0
3232,39.0
3233,68.0
3234,56.0
3235,61.0
3236,27.0
3237,41.0
3238,69.0
3239,56.0
3240,54.0
3241,59.0
3242,78.0
3243,60.0
3244,85.0
3245,61.0
3246,85.0
3247,69.0
3248,56.0
3249,82.0
3250,58.0
3251,65.0
3252,52.0
3253,57.0
3254,61.0
3255,79.0
3256,63.0
3257,62.0
3258,44.0
3259,51.0
3260,53.0
3261,54.0
3262,78.0
3263,66.0
3264,80.0
3265,54.0
3266,65.0
3267,
3268,67.0
3269,79.0
3270,83.0
3271,63.0
3272,78.0
3273,64.0
3274,68.0
3275,81.0
3276,68.0
3277,55.0
3278,78.0
3279,64.0
3280,50.0
3281,78.0
3282,59.0
3283,79.0
3284,73.0
3285,59.0
3286,77.0
3287,74.0
3288,66.0
3289,69.0
3290,76.0
3291,74.0
3292,68.0
3293,53.0
3294,60.0
3295,51.0
3296,82.0
3297,40.0
3298,57.0
3299,70.0
3300,68.0
3301,73.0
3302,76.0
3303,80.0
3304,74.0
3305,64.0
3306,73.0
3307,45.0
3308,74.0
3309,43.0
3310,77.0
3311,66.0
3312,53.0
3313,60.0
3314,73.0
3315,87.0
3316,62.0
3317,68.0
3318,74.0
3319,47.0
3320,53.0
3321,65.0
3322,81.0
3323,75.0
3324,44.0
3325,81.0
3326,53.0
3327,79.0
3328,54.0
3329,69.0
3330,63.0
3331,79.0
3332,
3333,78.0
3334,47.0
3335,68.0
3336,59.0
3337,77.0
3338,54.0
3339,70.0
3340,55.0
3341,72.0
3342,55.0
3343,59.0
3344,70.0
3345,58.0
3346,78.0
3347,74.0
3348,25.0
3349,80.0
3350,60.0
3351,73.0
3352,42.0
3353,79.0
3354,81.0
3355,56.0
3356,69.0
3357,73.0
3358,65.0
3359,76.0
3360,58.0
3361,82.0
3362,85.0
3363,88.0
3364,44.0
3365,74.0
3366,47.0
3367,49.0
3368,50.0
3369,66.0
3370,50.0
3371,74.0
3372,60.0
3373,54.0
3374,80.0
3375,71.0
3376,82.0
3377,73.0
3378,62.0
3379,88.0
3380,63.0
3381,64.0
3382,73.0
3383,70.0
3384,73.0
3385,66.0
3386,71.0
3387,73.0
3388,72.0
3389,
3390,66.0
3391,64.0
3392,50.0
3393,86.0
3394,67.0
3395,70.0
3396,72.0
3397,53.0
3398,33.0
3399,70.0
3400,72.0
3401,42.0
3402,53.0
3403,40.0
3404,62.0
3405,48.0
3406,40.0
3407,58.0
3408,54.0
3409,76.0
3410,86.0
3411,53.0
3412,69.0
3413,79.0
3414,64.0
3415,59.0
3416,54.0
3417,77.0
3418,69.0
3419,58.0
3420,74.0
3421,46.0
3422,52.0
3423,45.0
3424,45.0
3425,64.0
3426,68.0
3427,52.0
3428,79.0
3429,78.0
3430,35.0
3431,85.0
3432,50.0
3433,81.0
3434,70.0
3435,50.0
3436,
3437,80.0
3438,80.0
3439,74.0
3440,73.0
3441,36.0
3442,64.0
3443,75.0
3444,76.0
3445,49.0
3446,62.0
3447,65.0
3448,75.0
3449,54.0
3450,59.0
3451,74.0
3452,73.0
3453,70.0
3454,63.0
3455,70.0
3456,58.0
3457,81.0
3458,61.0
3459,76.0
3460,46.0
3461,58.0
3462,61.0
3463,76.0
3464,44.0
3465,84.0
3466,66.0
3467,7.0
3468,71.0
3469,39.0
3470,77.0
3471,86.0
3472,48.0
3473,61.0
3474,56.0
3475,58.0
3476,54.0
3477,54.0
3478,71.0
3479,68.0
3480,39.0
3481,52.0
3482,82.0
3483,89.0
3484,72.0
3485,86.0
3486,54.0
3487,67.0
3488,71.0
3489,59.0
3490,66.0
3491,56.0
3492,76.0
3493,60.0
3494,81.0
3495,
3496,59.0
3497,44.0
3498,72.0
3499,77.0
3500,59.0
3501,64.0
3502,74.0
3503,26.0
3504,67.0
3505,83.0
3506,61.0
3507,45.0
3508,74.0
3509,60.0
3510,68.0
3511,63.0
3512,74.0
3513,63.0
3514,75.0
3515,70.0
3516,77.0
3517,61.0
3518,77.0
3519,58.0
3520,59.0
3521,53.0
3522,52.0
3523,70.0
3524,64.0
3525,64.0
3526,54.0
3527,65.0
3528,70.0
3529,27.0
3530,71.0
3531,49.0
3532,60.0
3533,66.0
3534,59.0
3535,77.0
3536,54.0
3537,71.0
3538,17.0
3539,44.0
3540,33.0
3541,33.0
3542,58.0
3543,57.0
3544,81.0
3545,85.0
3546,75.0
3547,65.0
3548,69.0
3549,60.0
3550,63.0
3551,88.0
3552,55.0
3553,72.0
3554,70.0
3555,43.0
3556,73.0
3557,76.0
3558,79.0
3559,89.0
3560,0.0
3561,50.0
3562,56.0
3563,53.0
3564,29.0
3565,61.0
3566,72.0
3567,55.0
3568,76.0
3569,45.0
3570,61.0
3571,81.0
3572,61.0
3573,75.0
3574,64.0
3575,50.0
3576,4.0
3577,37.0
3578,51.0
3579,37.0
3580,73.0
3581,78.0
3582,56.0
3583,80.0
3584,78.0
3585,65.0
3586,69.0
3587,50.0
3588,65.0
3589,70.0
3590,68.0
3591,58.0
3592,56.0
3593,61.0
3594,78.0
3595,5.0
3596,57.0
3597,79.0
3598,59.0
3599,81.0
3600,73.0
3601,56.0
3602,63.0
3603,60.0
3604,87.0
3605,60.0
3606,60.0
3607,87.0
3608,80.0
3609,64.0
3610,21.0
3611,70.0
3612,67.0
3613,62.0
3614,70.0
3615,79.0
3616,76.0
3617,76.0
3618,79.0
3619,72.0
3620,76.0
3621,76.0
3622,79.0
3623,70.0
3624,47.0
3625,50.0
3626,73.0
3627,68.0
3628,65.0
3629,65.0
3630,45.0
3631,77.0
3632,57.0
3633,80.0
3634,71.0
3635,62.0
3636,69.0
3637,76.0
3638,78.0
3639,69.0
3640,82.0
3641,56.0
3642,61.0
3643,62.0
3644,
3645,
3646,49.0
3647,81.0
3648,
3649,85.0
3650,60.0
3651,56.0
3652,49.0
3653,53.0
3654,
3655,74.0
3656,80.0
3657,45.0
3658,53.0
3659,59.0
3660,67.0
3661,63.0
3662,64.0
3663,69.0
3664,76.0
3665,62.0
3666,55.0
3667,84.0
3668,72.0
3669,77.0
3670,52.0
3671,53.0
3672,39.0
3673,60.0
3674,70.0
3675,63.0
3676,69.0
3677,71.0
3678,82.0
3679,83.0
3680,51.0
3681,60.0
3682,68.0
3683,78.0
3684,85.0
3685,64.0
3686,64.0
3687,48.0
3688,79.0
3689,75.0
3690,75.0
3691,75.0
3692,59.0
3693,70.0
3694,76.0
3695,74.0
3696,56.0
3697,55.0
3698,37.0
3699,53.0
3700,79.0
3701,60.0
3702,78.0
3703,70.0
3704,62.0
3705,26.0
3706,64.0
3707,70.0
3708,53.0
3709,60.0
3710,56.0
3711,36.0
3712,82.0
3713,71.0
3714,
3715,44.0
3716,40.0
3717,78.0
3718,76.0
3719,38.0
3720,29.0
3721,63.0
3722,51.0
3723,52.0
3724,45.0
3725,69.0
3726,71.0
3727,65.0
3728,54.0
3729,72.0
3730,83.0
3731,49.0
3732,76.0
3733,53.0
3734,76.0
3735,67.0
3736,79.0
3737,76.0
3738,63.0
3739,76.0
3740,
3741,70.0
3742,40.0
3743,64.0
3744,64.0
3745,64.0
3746,78.0
3747,76.0
3748,74.0
3749,68.0
3750,64.0
3751,69.0
3752,85.0
3753,64.0
3754,64.0
3755,42.0
3756,65.0
3757,
3758,47.0
3759,65.0
3760,53.0
3761,75.0
3762,78.0
3763,81.0
3764,60.0
3765,53.0
3766,49.0
3767,72.0
3768,78.0
3769,84.0
3770,69.0
3771,55.0
3772,77.0
3773,49.0
3774,74.0
3775,58.0
3776,75.0
3777,62.0
3778,74.0
3779,70.0
3780,66.0
3781,78.0
3782,71.0
3783,
3784,80.0
3785,80.0
3786,80.0
3787,67.0
3788,85.0
3789,74.0
3790,71.0
3791,72.0
3792,69.0
3793,68.0
3794,68.0
3795,76.0
3796,72.0
3797,47.0
3798,78.0
3799,67.0
3800,55.0
3801,68.0
3802,66.0
3803,60.0
3804,48.0
3805,59.0
3806,52.0
3807,55.0
3808,71.0
3809,73.0
3810,64.0
3811,64.0
3812,51.0
3813,69.0
3814,55.0
3815,63.0
3816,69.0
3817,80.0
3818,76.0
3819,42.0
3820,45.0
3821,55.0
3822,77.0
3823,67.0
3824,77.0
3825,42.0
3826,56.0
3827,63.0
3828,88.0
3829,58.0
3830,76.0
3831,83.0
3832,76.0
3833,62.0
3834,78.0
3835,60.0
3836,37.0
3837,73.0
3838,72.0
3839,67.0
3840,54.0
3841,68.0
3842,79.0
3843,86.0
3844,65.0
3845,73.0
3846,63.0
3847,85.0
3848,68.0
3849,74.0
3850,51.0
3851,79.0
3852,56.0
3853,61.0
3854,73.0
3855,58.0
3856,63.0
3857,63.0
3858,63.0
3859,68.0
3860,73.0
3861,73.0
3862,67.0
3863,66.0
3864,62.0
3865,68.0
3866,65.0
3867,83.0
3868,52.0
3869,74.0
3870,64.0
3871,64.0
3872,37.0
3873,70.0
3874,81.0
3875,76.0
3876,85.0
3877,73.0
3878,78.0
3879,70.0
3880,53.0
3881,59.0
3882,56.0
3883,63.0
3884,65.0
3885,
3886,57.0
3887,69.0
3888,51.0
3889,73.0
3890,81.0
3891,65.0
3892,65.0
3893,78.0
3894,78.0
3895,50.0
3896,52.0
3897,78.0
3898,54.0
3899,40.0
3900,75.0
3901,68.0
3902,60.0
3903,60.0
3904,57.0
3905,71.0
3906,83.0
3907,73.0
3908,78.0
3909,53.0
3910,57.0
3911,46.0
3912,71.0
3913,37.0
3914,52.0
3915,39.0
3916,72.0
3917,63.0
3918,88.0
3919,61.0
3920,58.0
3921,65.0
3922,85.0
3923,70.0
3924,65.0
3925,75.0
3926,75.0
3927,78.0
3928,78.0
3929,53.0
3930,58.0
3931,68.0
3932,63.0
3933,50.0
3934,64.0
3935,59.0
3936,82.0
3937,53.0
3938,61.0
3939,72.0
3940,66.0
3941,50.0
3942,76.0
3943,44.0
3944,43.0
3945,79.0
3946,76.0
3947,79.0
3948,57.0
3949,70.0
3950,35.0
3951,59.0
3952,59.0
3953,71.0
3954,80.0
3955,68.0
3956,82.0
3957,67.0
3958,71.0
3959,62.0
3960,84.0
3961,53.0
3962,78.0
3963,57.0
3964,64.0
3965,48.0
3966,52.0
3967,65.0
3968,72.0
3969,71.0
3970,70.0
3971,
3972,80.0
3973,73.0
3974,78.0
3975,74.0
3976,73.0
3977,81.0
3978,59.0
3979,77.0
3980,58.0
3981,73.0
3982,76.0
3983,56.0
3984,5.0
3985,54.0
3986,63.0
3987,49.0
3988,76.0
3989,78.0
3990,5.0
3991,63.0
3992,55.0
3993,73.0
3994,79.0
3995,60.0
3996,64.0
3997,57.0
3998,84.0
3999,57.0
4000,75.0
4001,75.0
4002,70.0
4003,76.0
4004,52.0
4005,68.0
4006,68.0
4007,56.0
4008,66.0
4009,76.0
4010,69.0
4011,73.0
4012,73.0
4013,62.0
4014,73.0
4015,42.0
4016,64.0
4017,55.0
4018,67.0
4019,69.0
4020,69.0
4021,53.0
4022,42.0
4023,72.0
4024,66.0
4025,57.0
4026,48.0
4027,80.0
4028,80.0
4029,73.0
4030,72.0
4031,66.0
4032,65.0
4033,55.0
4034,77.0
4035,70.0
4036,83.0
4037,69.0
4038,80.0
4039,88.0
4040,44.0
4041,63.0
4042,62.0
4043,80.0
4044,82.0
4045,85.0
4046,70.0
4047,60.0
4048,67.0
4049,92.0
4050,74.0
4051,66.0
4052,67.0
4053,58.0
4054,81.0
4055,28.0
4056,78.0
4057,0.0
4058,67.0
4059,69.0
4060,79.0
4061,52.0
4062,40.0
4063,37.0
4064,58.0
4065,66.0
4066,84.0
4067,63.0
4068,71.0
4069,66.0
4070,85.0
4071,48.0
4072,85.0
4073,59.0
4074,52.0
4075,50.0
4076,70.0
4077,78.0
4078,55.0
4079,81.0
4080,69.0
4081,65.0
4082,61.0
4083,76.0
4084,70.0
4085,72.0
4086,82.0
4087,59.0
4088,44.0
4089,62.0
4090,73.0
4091,72.0
4092,70.0
4093,79.0
4094,69.0
4095,61.0
4096,82.0
4097,66.0
4098,78.0
4099,50.0
4100,79.0
4101,75.0
4102,45.0
4103,56.0
4104,81.0
4105,57.0
4106,57.0
4107,83.0
4108,65.0
4109,79.0
4110,47.0
4111,54.0
4112,
4113,73.0
4114,63.0
4115,54.0
4116,71.0
4117,65.0
4118,57.0
4119,54.0
4120,67.0
4121,65.0
4122,53.0
4123,66.0
4124,73.0
4125,56.0
4126,50.0
4127,45.0
4128,77.0
4129,
4130,
4131,68.0
4132,76.0
4133,70.0
4134,67.0
4135,53.0
4136,59.0
4137,69.0
4138,61.0
4139,71.0
4140,46.0
4141,87.0
4142,57.0
4143,57.0
4144,81.0
4145,65.0
4146,82.0
4147,73.0
4148,1.0
4149,29.0
4150,73.0
4151,56.0
4152,73.0
4153,73.0
4154,74.0
4155,63.0
4156,68.0
4157,44.0
4158,40.0
4159,71.0
4160,61.0
4161,54.0
4162,75.0
4163,42.0
4164,76.0
4165,64.0
4166,35.0
